"new_ID","ID","Name","Sex","NOC"
123905,122415,"Shuji Tsurumi","M","JPN"
4079,4048,"Rebeca Rodrigues de Andrade","F","BRA"
125713,124192,"Cornelia Conny van Bentum","F","NED"
49210,48721,"Heinrich Hintermann","M","AUT"
63044,62351,"Viktoriya Aleksandrovna Komova","F","RUS"
54159,53602,"Karel Jane","M","YUG"
103627,102438,"Giaan Leigh Rooney","F","AUS"
122570,121097,"Iliya Atanasov Topalov","M","BUL"
50862,50350,"Judith Ann Judy Howe (Hult-)","F","USA"
69814,69006,"Erik Lesser","M","GER"
121265,119817,"Kristian James Thomas","M","GBR"
96475,95391,"Romina Cecilia Plataroti Francisco","F","ARG"
20318,20109,"Susan Cheesebrough","F","GBR"
130154,128587,"Wang Wenjing","F","CHN"
64450,63720,"Josef Krmer","M","GER"
127909,126372,"Rafael Antonio Vidal Castro","M","VEN"
18042,17846,"Dario Canas","M","POR"
69452,68647,"Eric Otto Valdemar Lemming","M","SWE"
69178,68376,"Markus Lehmann","M","SUI"
34599,34267,"Marcus A. C. Marc Faulks","M","AUS"
72766,71940,"Luan Zhengrong","F","CHN"
70863,70049,"Gerola Margareta Lindahl (-Sturzenbecker)","F","SWE"
63211,62517,"Andrzej Marceli Konopka","M","POL"
116976,115573,"Boryana Petrova Stoyanova","F","BUL"
85686,84709,"Harald Natvig","M","NOR"
109456,108179,"Inge Sedlmaier","F","GER"
1654,1639,"Albina Khamitovna Akhatova","F","RUS"
16978,16787,"Jules Dsir Bury","M","BEL"
92849,91797,"Anja Sofia Tess Prson","F","SWE"
96067,94984,"Hlder Pinheiro","M","POR"
49492,49000,"Maurice Louis Hochepied","M","FRA"
85953,84969,"Ian G. Neale","M","GBR"
136852,135190,"Stefan Zoev","M","BUL"
82041,81095,"Vasile Moldovan","M","ROU"
22813,22576,"Oriol Combarros Vilaseca","M","ESP"
2344,2325,"Ion Albert","M","ROU"
27660,27401,"Lon Delsarte","M","FRA"
79570,78666,"Domingo R. Mendy","M","URU"
137045,135379,"Erika Zuchold (Barth-)","F","GDR"
53361,52814,"Khristian Ivanov","M","BUL"
42631,42215,"Richard Dick Gradley","M","GBR"
17582,17386,"Ral Jlio de Almeida Pimenta Marques Caldeira","M","POR"
97450,96340,"Vladimir Vladimirovich Portnoy","M","URS"
47622,47153,"Jzsef Hegeds","M","HUN"
39266,38884,"Kelly Garrison-Steves (-Funderburk)","F","USA"
122123,120658,"Duncan James U. Todd","M","HKG"
66211,65439,"Jill Kvamme-Schau","F","NOR"
130547,128978,"Lynette Pamela Lynne Watson (-Bates)","F","AUS"
115429,114063,"Boena Srncov (-Krejcarov)","F","TCH"
43246,42822,"John William Grieb","M","USA"
131862,130276,"Carla Wieser","F","ITA"
133037,131443,"Man Chiu Ronnie Wong","M","HKG"
47444,46975,"Craig Heap","M","GBR"
64654,63916,"Gabriela Krmov","F","CZE"
115507,114141,"Wilhelm Friedrich Willi Stadel","M","GER"
53545,52994,"Sandra Raluca Izbaa","F","ROU"
66093,65325,"Vadym Viktorovych Kuvakin","M","UKR"
15240,15073,"Karin Brienesse","F","NED"
86269,85277,"Marianna Nmethov-Krajrov","F","TCH"
24569,24330,"Barbara Cunningham (Conduit-)","F","AUS"
18147,17951,"Ccile Canqueteau","F","FRA"
131656,130071,"Max Antony Whitlock","M","GBR"
47923,47452,"Angelika Hellmann (-Keilig)","F","GDR"
134695,133084,"Dancho Yordanov","M","BUL"
53910,53357,"Jean Jaillard","M","FRA"
104308,103113,"Sonja Roman","F","YUG"
126868,125343,"Benjamin Gabriel Jean Varonian","M","FRA"
5393,5351,"Montserrat Artamendi Garca","F","ESP"
52448,51912,"Leonid Georgiyevich Ilyichov","M","URS"
114778,113421,"Jaroslav Soukup","M","CZE"
71731,70912,"Yekaterina Vladimirovna Lobaznyuk","F","RUS"
75665,74802,"Vladimir Nikolayevich Marchenko","M","URS"
36074,35722,"Erika Flander","F","HUN"
34284,33956,"Colette Fanara","F","FRA"
91548,90509,"Pae Gil-Su","M","PRK"
82262,81314,"Darshan Mondal","M","IND"
104945,103743,"Zdenk Rika","M","TCH"
84408,83446,"Valentin Ivanovich Muratov","M","URS"
49978,49475,"Unni Elisabeth Holmen (-Berge-)","F","NOR"
110485,109196,"Volomymyr Volodymyrovych Shamenko","M","UKR"
30934,30643,"Krasimir Nikolaev Dunev","M","BUL"
103913,102722,"Ruggero Rossato","M","ITA"
46302,45842,"Anna Erika Hansson","F","SWE"
68230,67435,"Mohamed Lazhari","M","FRA"
3226,3197,"Valeria lvarez","F","ARG"
16671,16483,"Lyubov Viktorovna Burda (-Andrianova)","F","URS"
39358,38976,"Elisa Gasparin","F","SUI"
104478,103281,"Vitaly Ivanovich Rudnitsky","M","BLR"
72798,71972,"Danuta Ewa Lubowska (-Goch)","F","POL"
16828,16640,"Kristan A. Kris Burley","M","CAN"
20522,20312,"Chen Yibing","M","CHN"
34963,34626,"Feng Zhe","M","CHN"
101183,100015,"Beate Renschler","F","FRG"
124073,122580,"George Victor Tully","M","CAN"
63645,62936,"Johanna Maria Joke Kos","F","NED"
28850,28585,"Georgi Dimitrov","M","BUL"
113308,111974,"Bridget Elizabeth Sloan","F","USA"
123256,121773,"Dmitrijs Trefilovs","M","LAT"
88265,87253,"Sakiko Nozawa","F","JPN"
96957,95861,"Rastko Poljak","M","YUG"
81656,80714,"Mo Huilan","F","CHN"
18456,18257,"Gustaf Vilhelm Carlberg","M","SWE"
119458,118030,"Masao Takemoto","M","JPN"
79901,78997,"Dimitrije Merzlikin","M","YUG"
100550,99396,"Antoine Rebetez","M","SUI"
125761,124240,"Pieter Johan van Dam","M","NED"
105306,104094,"Evi Sachenbacher-Stehle","F","GER"
59835,59207,"Sergey Vladimirovich Kharkov","M","RUS"
68533,67733,"Emilio Lecuona Ley","M","ESP"
52527,51990,"Hiroyuki Imai","M","JPN"
20436,20226,"Yu-Fang Kim Chen","F","TPE"
34606,34274,"Bernard Fauqueux","M","FRA"
88125,87115,"Rudolph Novak","M","USA"
113268,111939,"Michal lesingr","M","CZE"
124809,123305,"Stella Ngozi Umeh","F","CAN"
10045,9940,"Ralli Ben-Yehuda","F","ISR"
2886,2860,"Monique Marie Allen","F","AUS"
116985,115582,"Ivan Stoychev","M","BUL"
134171,132574,"Yang Yun","F","CHN"
51807,51285,"Pamela Ruth Hutchinson","F","GBR"
112869,111543,"Sarah Frederica Sjstrm","F","SWE"
71488,70669,"Liu Xuan","F","CHN"
104170,102975,"Maurice Rousseau","M","FRA"
19227,19026,"Vernica Castro Gmez","F","ESP"
36232,35880,"Georges Floquet","M","FRA"
131986,130400,"Stanley John Stan Wild","M","GBR"
60921,60273,"Kim Su-Myeon","M","KOR"
27483,27224,"Stoyan Delchev","M","BUL"
96969,95872,"Andrea Pollack (-Pinske)","F","GDR"
9934,9829,"David Sagitovich Belyavsky","M","RUS"
93696,92638,"Hilde Gjermundshaug Pedersen","F","NOR"
36441,36088,"Arianna Fernanda Follis","F","ITA"
41166,40769,"Roberto Gleria","M","ITA"
51223,50707,"Gerhard Huber","M","AUT"
40928,40534,"Marc Girardelli","M","LUX"
89654,88634,"Sam Joshua Oldham","M","GBR"
102700,101521,"Giordana Rocchi","F","ITA"
40022,39637,"Marios Georgiou","M","CYP"
12275,12142,"Suzette Blanco Saiz","F","CUB"
26435,26180,"Charles Louis de Jaubert","M","FRA"
56981,56398,"Peter Jurko","M","TCH"
98002,96886,"Mary Prestidge","F","GBR"
39805,39420,"Mauricette Geller","F","BEL"
34909,34572,"Ahmed Fellat","M","MAR"
37527,37164,"Limor Fridman","F","ISR"
134252,132655,"Tetiana Yarosh","F","UKR"
128358,126819,"Gloria Viseras Die","F","ESP"
122887,121411,"Margit Tth","F","HUN"
42004,41596,"Mara del Carmen Gonzlez Resina","F","ESP"
77770,76886,"Frangiskos D. Mavrommatis","M","GRE"
60231,59587,"Jakob Kiefer","M","GER"
46547,46085,"Suzanne Helena Johanna Harmes","F","NED"
125372,123857,"Yelena Valeryevna Vlbe (Trubitsyna-)","F","EUN"
52313,51777,"Rikako Ikee","F","JPN"
75221,74365,"Ferdinando Mandrini","M","ITA"
60690,60042,"Kim Ji-Hun","M","KOR"
98676,97548,"Alexander Noel Punton","M","AUS"
110250,108964,"Carl Gunnar Emanuel Setterwall","M","SWE"
69051,68249,"John Asa Lawrey Lees","M","AUS"
68485,67685,"Orane Maria Lechenault","F","FRA"
52677,52137,"Michael T. Mike Inglis","M","CAN"
123628,122140,"Gabriela Truc","F","ROU"
121041,119600,"Milaine Thriault","F","CAN"
135909,134277,"Svitlana Zelepukina","F","UKR"
71088,70274,"Fredrik Wilhelm Lindstrm","M","SWE"
5392,5350,"Elena Artamendi Garca","F","ESP"
37632,37265,"Kthi Fritschi","F","SUI"
36055,35703,"John Jack Flaherty","M","GBR"
90255,89232,"Yu Fen May Ooi","F","SGP"
57871,57279,"Nicole Kantek","F","AUS"
114739,113382,"Koji Sotomura","M","JPN"
88033,87026,"Hiroshi Nosaka","M","JPN"
87816,86810,"Dimitrij Nonin","M","GER"
53433,52884,"Zoran Ivanovi","M","YUG"
127189,125661,"Yolanda Vega Albo","F","CUB"
60091,59452,"Raycho Khristov","M","BUL"
118793,117369,"Andrzej Szajna","M","POL"
28846,28581,"Dimitar Dimitrov","M","BUL"
82788,81839,"Ladislav Morava","M","TCH"
22929,22692,"Barthold Wayne Bart Conner","M","USA"
135894,134264,"Wiesawa Barbara elaskowska (-Raska)","F","POL"
113009,111681,"Stian Skjerahaug","M","NOR"
81100,80169,"Dominick Minicucci, Jr.","M","USA"
121033,119592,"Iakovos Theofilas","M","GRE"
64344,63614,"Masaaki Kozu","M","JPN"
27269,27010,"Jessica Deglau","F","CAN"
132012,130426,"Anja Wilhelm","F","FRG"
92605,91554,"Park Jong-Hun","M","KOR"
32064,31762,"Franois Eisenbarth","M","LUX"
97585,96472,"Gabriela Potorac","F","ROU"
63481,62778,"Urho Kultimo Aapelinpoika Korhonen","M","FIN"
36963,36605,"Cristina Fraguas Snchez","F","ESP"
114451,113098,"Dokan Sone","M","JPN"
86634,85637,"Gar Loc Fenella Ng","F","HKG"
67626,66838,"Roald Morel Larsen","M","NOR"
131885,130299,"Harald Wigaard","M","NOR"
22429,22192,"Maria Cocuzza","F","ITA"
116388,115001,"Oleq Stepko","M","UKR"
19741,19537,"Alena Chadimov (-Daniov)","F","TCH"
129167,127611,"Milo Vrati","M","YUG"
9084,8990,"Patrizia Bazzi","F","SUI"
65160,64416,"Jerzy Andrzej Krua","M","POL"
107460,106224,"Denis Vladimirovich Savenkov","M","BLR"
78609,77716,"Emma McKeon","F","AUS"
92775,91723,"Andr Joseph Parmentier","M","FRA"
65582,64826,"Roman Kulesza","M","POL"
40866,40472,"Andrea Fernanda Giordano Porri","F","ARG"
107011,105780,"Norayr Sargsyan","M","ARM"
26855,26598,"Benjamin Mielke de Roo","M","AUS"
63543,62839,"Ihor Oleksiyovych Korobchinskiy","M","UKR"
58201,57604,"Norveig Karlsen (-Christiansen)","F","NOR"
120886,119448,"Texier I","M","FRA"
22549,22312,"Paul Ren Colas","M","FRA"
120481,119047,"Diana Teixeira","F","POR"
107892,106646,"Sophie Celina Scheder","F","GER"
18998,18797,"Colleen Mary Casey (-Shields)","F","USA"
113967,112621,"Szymon Sobala","M","POL"
112596,111274,"Kraig Brandon Singleton","M","ISV"
60475,59827,"Kim Dae-Eun","M","KOR"
9102,9008,"Thomas Applegate Tom Beach","M","USA"
61329,60675,"Bohuslav Kirchmann","M","TCH"
109689,108405,"Mohamed Sekkat","M","MAR"
69530,68725,"Avril Johnston Clegg Lennox (-Hill)","F","GBR"
93405,92348,"Ivan Leonidovich Pavlovsky","M","BLR"
34279,33951,"Fan Ye","F","CHN"
70355,69543,"Li Ya","F","CHN"
43183,42759,"Michael Greis","M","GER"
86709,85712,"Marcel Van Minh Phuc Long Nguyen","M","GER"
100035,98888,"Hannu Juhani Rantakari","M","FIN"
99580,98437,"Alexandra Rose Aly Raisman","F","USA"
134458,132854,"Yeo Hong-Cheol","M","KOR"
76918,76039,"Gianfranco Marzolla","M","ITA"
72067,71244,"Miro Longyka","M","YUG"
84132,83171,"Katalin Mller-Szll","F","HUN"
115881,114506,"Knut Brje Georg Stattin","M","SWE"
110966,109662,"Kyle Keith Shewfelt","M","CAN"
50563,50052,"Jonathan Alan Horton","M","USA"
50248,49742,"Hong Un-Jong","F","PRK"
63193,62499,"Akira Kono","M","JPN"
97802,96688,"Enrico Pozzo","M","ITA"
131750,130165,"Emil Edvin Wide (Hermansson-)","M","SWE"
127936,126399,"Roger Vidosa Riba","M","AND"
21430,21206,"Karolina Chrapek","F","POL"
10310,10203,"Francesca Benolli","F","ITA"
14230,14073,"Harold Edward Bounsall","M","CAN"
59498,58881,"Aliz Kertsz","F","HUN"
79743,78839,"Sarah Anne Mercer","F","GBR"
11380,11261,"Renata Bianchi","F","ITA"
126283,124759,"Maurits Jacob van Lben Sels","M","NED"
87111,86111,"Susanne Niesner","F","SUI"
114590,113237,"Raymond Stephen Ray Sorensen","M","USA"
38828,38449,"Yevgeny Aleksandrovich Garanichev","M","RUS"
127450,125917,"Jimmy Verbaeys","M","BEL"
124007,122515,"Jessica Tudos","F","CAN"
116750,115354,"Joseph Josy Stoffel","M","LUX"
16167,15991,"Paolo Bucci","M","ITA"
90339,89315,"Garland Deloid Gar O'Quinn, Jr.","M","USA"
20,20,"Kjetil Andr Aamodt","M","NOR"
68510,67710,"Pierre Leclerc","M","CAN"
68294,67496,"Chad Guy Bertrand le Clos","M","RSA"
53331,52784,"Bozhidar Ivanov","M","BUL"
4866,4828,"Julio Arango Pagnamenta","M","COL"
34969,34632,"Cherrelle Fennell","F","GBR"
62224,61548,"Jana Knopov","F","TCH"
75821,74955,"Elena Mrgrit-Niculecu (-Dobrovolschi, -Fodor)","F","ROU"
1082,1071,"Kseniya Dmitriyevna Afanasyeva","F","RUS"
104888,103687,"Monica Kathleen Rutherford (-Phelps)","F","GBR"
18017,17821,"Pier-Francesco Peppy Campus","M","ITA"
36399,36046,"Anton Viktorovich Fokin","M","UZB"
136957,135293,"Natko Zrni-Dim","M","CRO"
126178,124654,"Hans van Helden","M","FRA"
133980,132383,"Kana Yamawaki","F","JPN"
6963,6899,"Lowell Conrad Bailey","M","USA"
51388,50871,"Joanna Lovell Hughes","F","AUS"
112928,111602,"Konstantinos Skarlatos","M","GRE"
62271,61594,"Arne Knudsen","M","NOR"
92472,91422,"Giuseppe Paris","M","ITA"
116982,115579,"Neli Stoyanova","F","BUL"
111487,110171,"Danile Sicot-Coulon","F","FRA"
90140,89117,"Susan Susie O'Neill","F","AUS"
129347,127789,"Anita Wachter (-Salzgeber)","F","AUT"
88436,87423,"Frank Nutzenberger","M","CAN"
22273,22036,"Leslie Cliff (-Tindle)","F","CAN"
44835,44388,"Brooke Jade Gysen","F","AUS"
44667,44221,"Jean Gutweniger","M","SUI"
56129,55553,"Anita Jokiel","F","POL"
109978,108693,"Seo Jae-Gyu","M","KOR"
4876,4838,"Istvn Aranyos","M","HUN"
80323,79408,"Cristiano Rositoano Michelena","M","BRA"
59332,58717,"Helen Louise Kennedy","F","CAN"
16297,16119,"Romulus Bucuroiu","M","ROU"
24495,24256,"James Patrick Jim Culhane, Jr.","M","USA"
54638,54074,"Allan Louis Neville Jay","M","GBR"
5406,5363,"Alexander Vladimirovich Sasha Artemev","M","USA"
81290,80351,"gnes Misk","F","HUN"
61213,60563,"Klaudia Kinsk","F","SVK"
115364,113998,"Warren Austin Sprout","M","USA"
106327,105101,"Ivn San Miguel Prez","M","ESP"
129149,127594,"Eva Vrabcov-Nvltov","F","CZE"
82313,81365,"Ruth Moniz","F","AUS"
10372,10265,"Pierre-Yves Bny","M","FRA"
61785,61123,"Jacquelyn Joyce Jackie Klein (-Fie)","F","USA"
82301,81353,"Julie-Anne Monico","F","AUS"
133915,132318,"Sachiko Yamamoto","F","JPN"
19526,19324,"Gianmatteo Centazzo","M","ITA"
98304,97179,"Aleksey Alekseyevich Prokurorov","M","RUS"
10432,10324,"Anna Berecz","F","HUN"
66763,65984,"Olli Eino Laiho","M","FIN"
85319,84345,"Daisuke Nakano","M","JPN"
9004,8914,"Kerry Bayliss (-Lindsay)","F","AUS"
69235,68432,"Eira Marita Lehtonen (-Lydiard)","F","FIN"
134487,132883,"Yuriy Volodymyrovych Yermakov","M","UKR"
20389,20180,"Chen Cuiting","F","CHN"
109457,108180,"Serhiy Anatoliyovych Sednev","M","UKR"
97910,96796,"Manuel Prazeres","M","POR"
55229,54661,"Marisa Jervella","F","SUI"
71892,71071,"Olha Lohinova","F","UKR"
131649,130064,"John Alexander Jack Whitford","M","GBR"
85377,84403,"Vitaliy Olehovych Nakonechniy","M","UKR"
30165,29879,"Gabriela Drgoi","F","ROU"
91021,89993,"Paolo Ottavi","M","ITA"
131773,130188,"Jordyn Marie Wieber","F","USA"
100437,99286,"Gilbert Charles Raynes","M","GBR"
79770,78866,"Kenneth John Meredith","M","AUS"
110639,109346,"Aleksandr Shatilov","M","ISR"
43829,43395,"Tage Elkana Grnne","M","DEN"
33112,32791,"Mathias Erang","M","LUX"
125237,123724,"Marcela Vchov","F","TCH"
96513,95428,"Diana Plaza Martn","F","ESP"
129630,128064,"Andrew T. Alec Wales","M","GBR"
130952,129376,"Andr Weingand","M","FRA"
83551,82597,"Johan Mounard","M","FRA"
17930,17734,"Marvin Julian Campbell","M","GBR"
18611,18412,"Arrigo Carnoli","M","ITA"
122107,120642,"Indrek Tobreluts","M","EST"
53865,53313,"Finn Christian Jagge","M","NOR"
40935,40541,"Wolfgang Girardi","M","AUT"
13263,13119,"Graham Francis Bond","M","AUS"
69282,68479,"Ernest Leigh","M","GBR"
69264,68461,"Roman Vasylovych Leibiuk","M","UKR"
76328,75457,"Ren Marteaux","M","BEL"
109988,108703,"Kyoko Seo","F","JPN"
63331,62634,"Evert Koops","M","NED"
127903,126366,"Jorge R. Vidal","M","ARG"
76446,75575,"Hermann Martin","M","FRA"
38057,37685,"Philipp Frst","M","GER"
53766,53214,"Mette Jacobsen","F","DEN"
82174,81228,"Andrea Molnr","F","HUN"
128774,127227,"Yelena Vyacheslavovna Volodina-Antonova","F","KAZ"
106074,104853,"Ritva Tuulikki Salonen (Leppnen-)","F","FIN"
87155,86155,"Piret Niglas","F","EST"
55034,54467,"Martina Jentsch","F","GDR"
89840,88818,"Patricia Ollinger Velazquez","F","MEX"
102968,101788,"Jorge Rodrguez Mone","M","CUB"
31959,31659,"Andrea Ehrig-Schne-Mitscherlich","F","GDR"
74774,73931,"Valeriia Maksiuta","F","ISR"
100684,99528,"Annika Louise Reeder","F","GBR"
67871,67080,"Bla Laufer","M","HUN"
10595,10483,"Evy Margareta Berggren (-Westerberg)","F","SWE"
40898,40504,"Carlotta Giovannini","F","ITA"
36389,36036,"Aurel Foiciuc","M","ROU"
43475,43046,"Igor Anatolyevich Grivennikov","M","URS"
85989,85003,"Maria Neculi","F","ROU"
129073,127520,"Aleksey Nikolayevich Voropayev","M","RUS"
118185,116768,"Ilkka Tuukanpoika Suvanto","M","FIN"
41441,41040,"Gina Elena Gogean (-Groza)","F","ROU"
41140,40743,"Kathy Lee Gleason (-Jachter)","F","USA"
54575,54012,"Sylwia Jakowiec","F","POL"
83139,82189,"Lisa Moro","F","AUS"
37211,36851,"Ingeborg Ing Fraser (Haussler-)","F","AUS"
82858,81908,"Antonio Moreira Montero","M","ESP"
117338,115930,"Wray Nik Stuart","M","GBR"
131481,129896,"Lieke Wevers","F","NED"
43459,43031,"Anastasiya Nikolayevna Grishina","F","RUS"
76715,75841,"Silvia Martnez Albalat","F","ESP"
132015,130429,"Josef Wilhelm","M","SUI"
72164,71340,"Denisse Lpez Sing","F","MEX"
19308,19107,"Stphane Cauterman","M","FRA"
30049,29764,"Alenka Dovan","F","SLO"
68248,67450,"Diego Lazzarich","M","ITA"
43018,42598,"Dnut Dan Grecu","M","ROU"
1026,1015,"Conrad Adriaenssens","M","BEL"
129453,127894,"Bruno Julius Wagner","M","GER"
45249,44796,"Olena Mykhailivna Haiasova","F","UKR"
50357,49850,"Glyn T. Hopkins","M","GBR"
18575,18376,"Claude Carmona","M","FRA"
55126,54559,"Jeong Jin-Su","M","KOR"
106927,105699,"Heikki Juhani Sappinen","M","FIN"
97718,96605,"Bohumil Povejil","M","TCH"
125562,124043,"Elisabeth Valle Romero","F","ESP"
72843,72017,"Vittorio Lucchetti","M","ITA"
115647,114278,"Tsvetanka Dobreva Stancheva","F","BUL"
129481,127919,"Isabella Minna Veronica  Wagner","F","SWE"
10518,10408,"Monica Roberta Bergamelli","F","ITA"
18848,18648,"Keith Carter","M","CAN"
111171,109863,"Anton Vladimirovich Shipulin","M","RUS"
49786,49283,"Monika Hojnisz","F","POL"
27123,26866,"Marine Debauve","F","FRA"
98135,97017,"Josip Joe Primoi","M","YUG"
101180,100012,"Katharina Rensch (-Schirmer)","F","GDR"
115741,114371,"Pavel Stanovsk","M","TCH"
62035,61365,"Wolfgang Klotz","M","GDR"
97706,96593,"Willibrordus Bernardus Pouw","M","NED"
56590,56012,"Madeleine Jouffroy (-Perrier)","F","FRA"
132486,130899,"Thomas Tommy Wilson","M","GBR"
108269,107018,"Richarda Schmeier (-Hartmann)","F","GDR"
5439,5396,"Vladimir Nikolayevich Artyomov","M","URS"
89926,88904,"Otto Martin Olsen","M","NOR"
21628,21402,"Viktor Ivanovych Chukarin","M","URS"
57489,56898,"Marina Charlotte Kalla","F","SWE"
71714,70895,"Ionela Loaie","F","ROU"
62601,61920,"Erik Kofoed-Hansen","M","DEN"
68590,67788,"Lee Bu-Ti","M","TPE"
125256,123743,"Quinto Vadi","M","ITA"
120876,119439,"Walter Beardsley Tewksbury","M","USA"
10403,10295,"Marius Daniel Berbecar","M","ROU"
78375,77482,"Teresa McDonnell (-Orr)","F","CAN"
63738,63028,"Salme Kaarina Koskinen (-Paimander)","F","FIN"
118958,117533,"Kurt Szilier","M","ROU"
43400,42974,"Oliver Grimm","M","SUI"
5430,5387,"Mykhailo Vasylovych Artiukhov","M","UKR"
70372,69560,"Li Yifang","F","CHN"
86411,85417,"Miloslav Netuil","M","TCH"
103976,102785,"Erik Rosskopf","M","ISV"
105426,104210,"Frank Safanda","M","USA"
95484,94406,"Michael Fred Phelps, II","M","USA"
14614,14455,"Cornelia Margreta Maria Carla Braan (-Buijs)","F","NED"
44768,44322,"Magdalena Gwizdo","F","POL"
30756,30466,"Laetitia Dugain","F","FRA"
67038,66258,"Adolfo Lampronti","M","ITA"
28020,27757,"Nina Derwael","F","BEL"
40567,40173,"John Henry Fawdon Jock Gibson","M","AUS"
111733,110415,"Tomasz Wacaw Sikora","M","POL"
20614,20403,"Yuliya Anatolyevna Chepalova","F","RUS"
69403,68598,"Charles Louis Lelong","M","FRA"
74606,73768,"Carolina Lineke Majolee","F","NED"
23231,22993,"Marcel Coppin","M","LUX"
88506,87493,"Inger Helene Nybrten","F","NOR"
114515,113162,"Song Yu-Jin","M","KOR"
1368,1355,"Henrik Aleksander Heikki hlman (-Pennola)","M","FIN"
31114,30822,"Elisabetta Durelli","F","ITA"
103895,102704,"Norman DeMille Ross","M","USA"
65264,64518,"Wilhelm Kubica","M","POL"
99939,98792,"Ineke Yvonne Ran","F","NED"
49160,48671,"Marie-Sophie Hindermann","F","GER"
24775,24534,"Bronisaw Czech","M","POL"
107865,106619,"Frans-Albert Vaksal Schartau","M","SWE"
6664,6602,"Eric Natanael Backman","M","SWE"
54814,54248,"Alexander Sasha Jeltkov","M","CAN"
21307,21084,"Choi Yong-Hee","M","KOR"
33629,33305,"Margot Estvez Garca","F","ESP"
88312,87299,"Andrea Nugent","F","CAN"
136125,134482,"Zhang Jingjin","M","CHN"
127838,126302,"Ivor Joseph Vice","M","GBR"
101022,99857,"Hildegard Reitter (-Engel)","F","AUT"
100941,99777,"Stefania Reindl","F","POL"
123904,122414,"Koko Tsurumi","F","JPN"
25397,25154,"Suzanne Dando (-MacLean, -Roberts, -Reynolds)","F","GBR"
23757,23519,"Alicia Jayne Coutts","F","AUS"
40871,40477,"Ilia Giorgadze","M","GEO"
23302,23064,"Salvador Corelo","M","HON"
8795,8709,"Klemen Bauer","M","SLO"
20001,19793,"Ren Changeat","M","FRA"
59502,58885,"Eevert Erkki Kerttula","M","FIN"
100640,99484,"Leopold Redl","M","AUT"
59566,58948,"Rudolf Keszthelyi","M","HUN"
34831,34494,"Ji Fejtek","M","TCH"
60848,60200,"Kim Sang-Guk","M","KOR"
114637,113282,"Jamileh Sorouri","F","IRI"
44677,44231,"James George Guy","M","GBR"
47993,47520,"Ralf-Peter Hemmann","M","GDR"
126085,124563,"Amy Deloris Van Dyken (-Rouen)","F","USA"
13108,12966,"John Keith Boles","M","USA"
106720,105493,"Aleksandr Yuryevich Sannikov","M","BLR"
97216,96115,"Celestina Popa","F","ROU"
70772,69958,"Lin Chi-Chan","F","TPE"
128753,127207,"milie Volle","F","FRA"
116804,115405,"Walter Raymond Stokes","M","USA"
99171,98032,"Jana Rabasov (-Bartoov)","F","TCH"
80645,79725,"Jindich Mikulec","M","TCH"
105291,104079,"Elena Sclici (-Petroanu)","F","ROU"
18597,18398,"Celeste Andrea Carnevale","F","ARG"
12902,12762,"Svetlana Leonidovna Boginskaya","F","EUN"
125595,124076,"Fernando Valles Montaez","M","MEX"
37894,37524,"Kenichi Fujita","M","JPN"
126021,124499,"Jan van der Wiel","M","NED"
36278,35926,"Mara Ins Flores-Wurmser","F","GUA"
41329,40928,"Stoyko Georgiev Gochev","M","BUL"
61725,61063,"Cynthia Nicole Cindy Klassen","F","CAN"
33365,33042,"Bla Erdi","M","HUN"
108800,107534,"Diana Schrder","F","GER"
11673,11547,"Dmitry Vladimirovich Bilozerchev","M","URS"
60469,59821,"Kim Chun-Son","F","PRK"
123658,122169,"Tsagaandorjiin Gndegmaa","F","MGL"
77632,76749,"Iosif Matusec","M","ROU"
44777,44331,"Gwon Sang-Won","M","KOR"
57199,56612,"Ariella Kaeslin","F","SUI"
14094,13937,"Karine Boucher","F","FRA"
164,163,"Ismail Abdallah","M","UAR"
27528,27269,"Cyro Marques Delgado","M","BRA"
38047,37675,"Ludivine Furnon","F","FRA"
55681,55109,"Einar Georg Johansen (-Hvik)","M","NOR"
110490,109201,"Galina Yakovlevna Shamray (Rudko-, -Ilyina)","F","URS"
14159,14002,"Thomas Bouhail","M","FRA"
28054,27791,"Svetlana Deshevykh","F","KAZ"
66490,65714,"Nataa Laen","F","SLO"
80916,79987,"Phoebe Lan Mills","F","USA"
99273,98132,"Geno Radev","M","BUL"
40159,39768,"Povl Gerlow","M","DEN"
122085,120620,"Marius Eugen Tob","M","GER"
80642,79722,"Samuel Anthony Sam Mikulak","M","USA"
57975,57383,"Miriam Kara","F","ISR"
24561,24322,"Maria Helena Pacheco Cunha","F","POR"
65342,64592,"Nataliya Aleksandrovna Kuchinskaya (-Kotlyar)","F","URS"
12533,12397,"Joaqun Blume Carreras","M","ESP"
41266,40866,"Maxi Gnauck","F","GDR"
133632,132038,"Xing Aowei","M","CHN"
63152,62458,"Johann Knig","M","AUT"
121689,120241,"Ricardo Ticchi","M","ITA"
121921,120462,"Sven Tippelt","M","GER"
26021,25766,"Yelena Viktorovna Davydova (-Filatova)","F","URS"
93294,92237,"Marcela Punescu","F","ROU"
12713,12575,"Dorina Bczg","F","HUN"
98949,97812,"Charles Quaino","M","LUX"
128476,126937,"Andreu Viv Toms","M","ESP"
64599,63867,"Nikolett Krausz","F","HUN"
18447,18248,"Jacques Cariou","M","FRA"
14599,14440,"Hvard Bkko","M","NOR"
94776,93708,"Florentin Dnu Pescaru","M","ROU"
15768,15596,"Thomas Granville Tom Brown","M","USA"
