new_ID,Game_ID,Event,Medal
62132,37,Football Men's Football,Silver
62133,37,Rowing Men's Coxed Eights,Gold
62135,16,Rowing Men's Coxed Fours,Silver
62137,35,Basketball Men's Basketball,Silver
62137,36,Basketball Men's Basketball,Gold
62137,25,Basketball Men's Basketball,Bronze
62138,15,"Short Track Speed Skating Men's 1,000 metres",Bronze
62150,37,Football Men's Football,Silver
62151,35,Rowing Women's Coxed Eights,Gold
62151,36,Rowing Women's Coxed Eights,Gold
62154,33,Football Men's Football,Gold
62158,1,Handball Women's Handball,Silver
62161,25,Cycling Men's 100 kilometres Team Time Trial,Bronze
62167,13,Football Men's Football,Gold
62168,1,Athletics Women's 4 x 100 metres Relay,Gold
62170,19,Baseball Men's Baseball,Bronze
62175,38,Ice Hockey Women's Ice Hockey,Silver
62175,15,Ice Hockey Women's Ice Hockey,Silver
62176,34,"Art Competitions Mixed Painting, Paintings",Silver
62184,28,"Equestrianism Mixed Three-Day Event, Team",Bronze
62214,28,"Cycling Women's Road Race, Individual",Gold
62214,0,"Cycling Women's Road Race, Individual",Bronze
62225,46,"Shooting Men's Running Target, Single Shot, Team",Gold
62230,32,Athletics Men's 4 x 100 metres Relay,Bronze
62233,25,"Wrestling Men's Welterweight, Freestyle",Silver
62246,29,Basketball Men's Basketball,Gold
62249,32,Sailing Mixed Two Person Keelboat,Bronze
62249,37,Sailing Mixed Two Person Keelboat,Gold
62254,21,Hockey Men's Hockey,Gold
62254,19,Hockey Men's Hockey,Bronze
62254,1,Hockey Men's Hockey,Bronze
62259,19,Water Polo Women's Water Polo,Bronze
62259,1,Water Polo Women's Water Polo,Bronze
62260,8,Curling Women's Curling,Gold
62262,19,Water Polo Women's Water Polo,Bronze
62263,31,Ice Hockey Men's Ice Hockey,Bronze
62267,33,Rowing Men's Coxed Pairs,Gold
62270,2,Sailing Mixed 6 metres,Silver
62273,16,Rowing Men's Coxed Fours,Bronze
62275,19,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
62277,13,"Gymnastics Men's Team All-Around, Free System",Gold
62278,27,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
62280,11,Football Women's Football,Gold
62288,16,"Art Competitions Mixed Architecture, Designs For Town Planning",Silver
62296,22,Nordic Combined Men's Individual,Silver
62296,23,Nordic Combined Men's Individual,Gold
62302,9,Rowing Men's Coxless Pairs,Silver
62305,35,"Fencing Women's Foil, Team",Gold
62317,21,Table Tennis Men's Doubles,Silver
62318,20,Golf Women's Individual,Silver
62326,0,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
62328,28,"Canoeing Women's Kayak Fours, 500 metres",Silver
62328,0,"Canoeing Women's Kayak Singles, 500 metres",Silver
62328,0,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
62328,0,"Canoeing Women's Kayak Fours, 500 metres",Gold
62328,12,"Canoeing Women's Kayak Singles, 500 metres",Gold
62328,11,"Canoeing Women's Kayak Fours, 500 metres",Silver
62342,21,Baseball Men's Baseball,Bronze
62351,7,Hockey Men's Hockey,Silver
62356,28,"Wrestling Men's Light-Flyweight, Freestyle",Gold
62359,11,Softball Women's Softball,Silver
62364,21,Beach Volleyball Men's Beach Volleyball,Bronze
62370,18,Snowboarding Women's Parallel Giant Slalom,Silver
62370,15,Snowboarding Women's Parallel Slalom,Bronze
62371,27,Swimming Women's 4 x 100 metres Medley Relay,Bronze
62372,11,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
62375,11,Boxing Men's Heavyweight,Bronze
62376,42,Ice Hockey Men's Ice Hockey,Bronze
62379,12,Water Polo Men's Water Polo,Silver
62393,20,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
62394,47,Ice Hockey Men's Ice Hockey,Silver
62399,20,Rowing Women's Quadruple Sculls,Bronze
62401,37,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
62403,0,Football Men's Football,Silver
62406,7,Rowing Men's Coxed Fours,Bronze
62420,9,Rowing Men's Single Sculls,Bronze
62420,33,Rowing Men's Single Sculls,Bronze
62423,0,"Fencing Men's Foil, Team",Gold
62425,28,Athletics Women's Javelin Throw,Bronze
62426,42,Cross Country Skiing Men's 30 kilometres,Silver
62427,12,Baseball Men's Baseball,Bronze
62432,32,Athletics Men's Discus Throw,Bronze
62433,27,Swimming Women's 4 x 100 metres Medley Relay,Bronze
62435,13,"Shooting Men's Trap, Team",Bronze
62455,36,Athletics Women's 400 metres,Gold
62455,36,Athletics Women's 4 x 400 metres Relay,Silver
62457,18,"Ski Jumping Men's Large Hill, Team",Gold
62464,25,Hockey Women's Hockey,Silver
62471,26,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
62476,12,Gymnastics Women's Team All-Around,Silver
62485,20,"Fencing Women's epee, Team",Bronze
62488,39,Ice Hockey Men's Ice Hockey,Silver
62488,41,Ice Hockey Men's Ice Hockey,Bronze
62491,20,Gymnastics Women's Team All-Around,Gold
62491,20,Gymnastics Women's Uneven Bars,Silver
62494,17,Snowboarding Women's Giant Slalom,Bronze
62495,14,Football Men's Football,Bronze
62499,36,Judo Men's Heavyweight,Bronze
62502,27,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
62504,34,Boxing Men's Flyweight,Gold
62505,12,Handball Women's Handball,Bronze
62506,36,"Wrestling Men's Welterweight, Greco-Roman",Gold
62509,26,Football Men's Football,Gold
62509,27,Football Men's Football,Silver
62511,9,Football Men's Football,Gold
62517,13,Athletics Men's Javelin Throw,Bronze
62525,38,Speed Skating Women's Team Pursuit (6 laps),Silver
62559,21,"Athletics Men's 3,000 metres Steeplechase",Bronze
62560,28,"Athletics Men's 3,000 metres Steeplechase",Silver
62568,25,Rowing Women's Coxed Quadruple Sculls,Bronze
62572,37,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
62599,18,"Ski Jumping Men's Large Hill, Individual",Silver
62599,18,"Ski Jumping Men's Large Hill, Team",Gold
62599,38,"Ski Jumping Men's Large Hill, Team",Gold
62606,0,Judo Men's Lightweight,Gold
62606,12,Judo Men's Half-Middleweight,Silver
62615,26,"Athletics Men's 3,000 metres Steeplechase",Silver
62616,19,"Athletics Men's 10,000 metres",Bronze
62619,0,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
62640,28,Tennis Women's Doubles,Bronze
62644,0,Baseball Men's Baseball,Bronze
62649,24,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
62650,35,Diving Women's Springboard,Silver
62659,1,Rowing Women's Quadruple Sculls,Bronze
62660,29,Diving Women's Platform,Bronze
62666,33,"Cycling Men's Team Pursuit, 4,000 metres",Silver
62668,23,Luge Men's Singles,Gold
62669,39,Luge Men's Singles,Silver
62669,39,Luge Mixed (Men)'s Doubles,Gold
62671,32,Athletics Women's 80 metres Hurdles,Silver
62671,33,Athletics Women's 80 metres Hurdles,Bronze
62684,8,Bobsleigh Men's Four,Bronze
62688,33,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
62705,7,Swimming Men's 200 metres Breaststroke,Silver
62705,29,Swimming Men's 200 metres Breaststroke,Bronze
62715,42,Cross Country Skiing Men's 15 kilometres,Bronze
62715,42,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
62716,18,Ice Hockey Men's Ice Hockey,Silver
62716,38,Ice Hockey Men's Ice Hockey,Bronze
62717,6,Ice Hockey Men's Ice Hockey,Bronze
62717,17,Ice Hockey Men's Ice Hockey,Bronze
62717,18,Ice Hockey Men's Ice Hockey,Silver
62717,38,Ice Hockey Men's Ice Hockey,Bronze
62727,18,Nordic Combined Men's Team,Bronze
62728,26,Volleyball Men's Volleyball,Silver
62729,34,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
62729,34,Swimming Men's 100 metres Backstroke,Gold
62736,0,Baseball Men's Baseball,Bronze
62743,26,Volleyball Women's Volleyball,Silver
62746,37,Swimming Women's 100 metres Butterfly,Silver
62746,37,Swimming Women's 4 x 100 metres Medley Relay,Silver
62746,26,Swimming Women's 200 metres Butterfly,Gold
62748,46,Football Men's Football,Bronze
62751,19,Rowing Women's Lightweight Double Sculls,Bronze
62752,20,Rugby Sevens Men's Rugby Sevens,Bronze
62755,12,Weightlifting Men's Middle-Heavyweight,Silver
62760,12,Handball Women's Handball,Bronze
62760,11,Handball Women's Handball,Silver
62761,1,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
62764,21,Football Women's Football,Silver
62764,19,Football Women's Football,Silver
62773,34,"Wrestling Men's Middleweight, Greco-Roman",Gold
62773,7,"Wrestling Men's Middleweight, Greco-Roman",Gold
62784,12,"Shooting Men's Free Pistol, 50 metres",Gold
62791,35,Athletics Men's 4 x 100 metres Relay,Silver
62796,11,Handball Men's Handball,Gold
62796,21,Handball Men's Handball,Bronze
62799,0,Baseball Men's Baseball,Bronze
62803,20,Athletics Women's Javelin Throw,Gold
62809,36,Handball Women's Handball,Silver
62809,25,Handball Women's Handball,Gold
62821,37,Swimming Women's 200 metres Breaststroke,Silver
62821,26,Swimming Women's 200 metres Individual Medley,Gold
62821,26,Swimming Women's 400 metres Individual Medley,Gold
62826,20,Rugby Sevens Men's Rugby Sevens,Bronze
62828,35,Rowing Men's Single Sculls,Silver
62828,25,Rowing Men's Single Sculls,Silver
62828,28,Rowing Men's Single Sculls,Silver
62831,2,Boxing Men's Welterweight,Bronze
62832,19,Rowing Men's Quadruple Sculls,Gold
62834,31,Cross Country Skiing Men's 15 kilometres,Bronze
62834,31,Cross Country Skiing Men's 30 kilometres,Bronze
62834,31,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
62834,23,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
62835,31,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver
62835,23,Cross Country Skiing Women's 5 kilometres,Bronze
62835,23,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
62835,39,Cross Country Skiing Women's 5 kilometres,Bronze
62835,39,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
62836,35,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
62836,36,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
62837,36,"Fencing Men's epee, Individual",Silver
62837,0,"Fencing Men's epee, Team",Silver
62847,30,Cross Country Skiing Men's 50 kilometres,Silver
62848,13,"Athletics Men's 5,000 metres",Gold
62848,13,"Athletics Men's 10,000 metres",Gold
62848,13,"Athletics Men's Cross-Country, Individual",Gold
62848,13,"Athletics Men's Cross-Country, Team",Silver
62848,2,Athletics Men's Marathon,Gold
62849,0,"Canoeing Men's Kayak Singles, 500 metres",Gold
62857,20,Synchronized Swimming Women's Team,Gold
62861,35,Athletics Men's 4 x 100 metres Relay,Bronze
62862,35,Weightlifting Men's Featherweight,Gold
62864,11,Gymnastics Women's Team All-Around,Silver
62866,35,Athletics Women's 4 x 400 metres Relay,Bronze
62869,37,"Wrestling Men's Welterweight, Greco-Roman",Gold
62873,50,Cycling Men's 100 kilometres,Silver
62877,32,Football Men's Football,Bronze
62878,35,"Wrestling Men's Middleweight, Greco-Roman",Bronze
62879,36,Weightlifting Men's Middleweight,Bronze
62884,35,Boxing Men's Light-Welterweight,Bronze
62886,12,Rhythmic Gymnastics Women's Group,Silver
62892,11,"Canoeing Men's Kayak Singles, 500 metres",Bronze
62895,2,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Bronze
62896,2,"Shooting Men's Running Target, Single Shot, Team",Silver
62896,2,"Shooting Men's Running Target, Double Shot, Team",Bronze
62898,20,Rugby Sevens Men's Rugby Sevens,Gold
62901,35,Sailing Mixed Three Person Keelboat,Silver
62904,35,Rowing Women's Coxed Eights,Silver
62923,12,Handball Women's Handball,Gold
62923,11,Handball Women's Handball,Gold
62942,28,"Fencing Men's epee, Team",Bronze
62943,0,"Fencing Men's epee, Individual",Silver
62943,0,"Fencing Men's epee, Team",Bronze
62944,12,"Fencing Men's epee, Team",Silver
62944,11,"Fencing Men's epee, Individual",Gold
62944,21,"Fencing Men's epee, Individual",Bronze
62945,19,"Cycling Men's Road Race, Individual",Bronze
62946,20,"Fencing Women's epee, Team",Bronze
62950,1,Athletics Women's Shot Put,Silver
62955,23,"Speed Skating Women's 1,500 metres",Bronze
62956,46,Figure Skating Men's Special Figures,Gold
62961,12,"Canoeing Men's Canadian Doubles, 500 metres",Gold
62961,12,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
62961,11,"Canoeing Men's Canadian Singles, 500 metres",Gold
62961,21,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
62966,28,Water Polo Men's Water Polo,Bronze
62967,0,Water Polo Men's Water Polo,Bronze
62968,27,Football Men's Football,Bronze
62968,35,Football Men's Football,Bronze
62978,36,Athletics Women's Long Jump,Gold
62986,21,Diving Women's Synchronized Platform,Silver
62990,33,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
62996,1,Boxing Women's Flyweight,Bronze
63001,27,Athletics Men's Shot Put,Gold
63004,28,"Wrestling Men's Middleweight, Greco-Roman",Silver
63005,9,Rowing Men's Coxed Eights,Silver
63007,15,Ice Hockey Men's Ice Hockey,Bronze
63008,28,Rowing Men's Coxed Eights,Silver
63012,21,Swimming Women's 200 metres Backstroke,Silver
63014,20,"Fencing Women's Sabre, Team",Silver
63019,0,Basketball Men's Basketball,Silver
63023,21,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
63023,21,Swimming Women's 4 x 100 metres Medley Relay,Silver
63024,36,Athletics Women's 100 metres Hurdles,Gold
63024,36,Athletics Women's 4 x 100 metres Relay,Silver
63031,27,Cycling Men's 100 kilometres Team Time Trial,Gold
63033,36,Basketball Women's Basketball,Bronze
63036,37,Football Men's Football,Gold
63044,1,Gymnastics Women's Individual All-Around,Silver
63044,1,Gymnastics Women's Team All-Around,Silver
63050,28,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
63055,7,Hockey Men's Hockey,Silver
63056,0,Football Men's Football,Bronze
63058,36,Boxing Men's Light-Welterweight,Silver
63063,7,"Art Competitions Mixed Painting, Graphic Arts",Silver
63069,25,Basketball Men's Basketball,Gold
63074,42,"Speed Skating Men's 1,500 metres",Silver
63079,20,Judo Women's Extra-Lightweight,Bronze
63081,37,Volleyball Women's Volleyball,Gold
63091,27,Volleyball Men's Volleyball,Bronze
63091,35,Volleyball Men's Volleyball,Silver
63091,36,Volleyball Men's Volleyball,Gold
63093,35,Rowing Women's Coxed Quadruple Sculls,Silver
63097,36,Athletics Women's 100 metres,Gold
63097,28,Athletics Women's 4 x 100 metres Relay,Bronze
63111,27,Handball Men's Handball,Silver
63116,36,Cycling Men's 100 kilometres Team Time Trial,Bronze
63120,9,Basketball Men's Basketball,Silver
63124,12,Table Tennis Men's Doubles,Gold
63124,11,Table Tennis Men's Singles,Gold
63124,11,Table Tennis Men's Doubles,Silver
63130,12,"Athletics Women's 5,000 metres",Silver
63136,9,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
63140,33,Rowing Men's Coxed Eights,Bronze
63140,37,Rowing Men's Coxed Eights,Bronze
63149,2,"Equestrianism Men's Jumping, Team",Gold
63149,14,"Equestrianism Men's Three-Day Event, Team",Silver
63155,11,"Fencing Women's Foil, Individual",Silver
63155,11,"Fencing Women's Foil, Team",Bronze
63174,28,Gymnastics Men's Team All-Around,Bronze
63175,7,Hockey Men's Hockey,Silver
63183,35,Football Men's Football,Bronze
63187,41,"Ski Jumping Men's Normal Hill, Individual",Silver
63188,9,Swimming Men's 400 metres Freestyle,Silver
63188,9,"Swimming Men's 1,500 metres Freestyle",Gold
63188,9,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
63188,32,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
63193,32,Gymnastics Men's Team All-Around,Silver
63196,5,Nordic Combined Men's Team,Gold
63196,6,Nordic Combined Men's Team,Gold
63196,6,Nordic Combined Men's Individual,Silver
63197,9,Weightlifting Men's Lightweight,Gold
63197,32,Weightlifting Men's Light-Heavyweight,Gold
63197,33,Weightlifting Men's Middleweight,Silver
63207,34,Athletics Women's Discus Throw,Gold
63210,47,Ice Hockey Men's Ice Hockey,Silver
63218,23,Ice Hockey Men's Ice Hockey,Gold
63218,39,Ice Hockey Men's Ice Hockey,Gold
63224,32,Athletics Men's 4 x 100 metres Relay,Silver
63224,33,Athletics Men's 4 x 100 metres Relay,Silver
63231,29,Sailing Mixed 6 metres,Silver
63232,13,Sailing Mixed 12 metres,Gold
63232,2,Sailing Mixed 8 metres,Gold
63232,29,Sailing Mixed 6 metres,Silver
63234,26,Water Polo Men's Water Polo,Bronze
63234,27,Water Polo Men's Water Polo,Silver
63234,35,Water Polo Men's Water Polo,Gold
63235,33,Water Polo Men's Water Polo,Bronze
63235,37,Water Polo Men's Water Polo,Gold
63235,26,Water Polo Men's Water Polo,Bronze
63239,33,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
63239,33,Swimming Women's 4 x 100 metres Medley Relay,Silver
63240,33,Swimming Men's 400 metres Freestyle,Bronze
63240,33,"Swimming Men's 1,500 metres Freestyle",Gold
63240,33,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
63243,36,Rowing Men's Coxed Eights,Gold
63248,50,"Cycling Men's Road Race, Individual",Gold
63253,33,Sailing Mixed Three Person Keelboat,Gold
63263,35,"Wrestling Men's Flyweight, Greco-Roman",Gold
63271,1,Sailing Men's One Person Dinghy,Silver
63273,15,Ice Hockey Men's Ice Hockey,Bronze
63274,9,Sailing Mixed 6 metres,Bronze
63280,6,Ice Hockey Men's Ice Hockey,Silver
63287,11,Water Polo Women's Water Polo,Bronze
63292,7,"Art Competitions Mixed Architecture, Architectural Designs",Bronze
63295,32,Athletics Women's Javelin Throw,Bronze
63297,25,Boxing Men's Featherweight,Silver
63305,24,Alpine Skiing Women's Slalom,Bronze
63312,28,Hockey Men's Hockey,Bronze
63318,12,Hockey Women's Hockey,Bronze
63336,19,Water Polo Women's Water Polo,Gold
63338,34,Hockey Men's Hockey,Silver
63339,37,Volleyball Men's Volleyball,Silver
63339,26,Volleyball Men's Volleyball,Bronze
63364,42,Ice Hockey Men's Ice Hockey,Bronze
63372,1,Handball Men's Handball,Bronze
63373,19,Baseball Men's Baseball,Bronze
63374,35,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
63374,36,Swimming Men's 200 metres Freestyle,Gold
63374,36,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
63374,36,Swimming Men's 4 x 100 metres Medley Relay,Silver
63388,37,Gymnastics Men's Team All-Around,Bronze
63389,36,Rowing Men's Coxed Eights,Gold
63395,28,Rowing Men's Quadruple Sculls,Bronze
63397,0,Rowing Women's Double Sculls,Gold
63397,12,Rowing Women's Quadruple Sculls,Gold
63407,21,Rowing Men's Quadruple Sculls,Silver
63416,13,"Cycling Men's Road Race, Team",Bronze
63419,36,Cycling Men's Sprint,Bronze
63424,18,Curling Men's Curling,Gold
63426,26,Basketball Men's Basketball,Silver
63427,20,"Shooting Women's Air Pistol, 10 metres",Bronze
63427,20,"Shooting Women's Sporting Pistol, 25 metres",Gold
63428,9,Rowing Men's Coxed Fours,Gold
63432,36,"Wrestling Men's Middleweight, Greco-Roman",Gold
63439,24,Ice Hockey Men's Ice Hockey,Silver
63441,27,Gymnastics Women's Team All-Around,Gold
63441,27,Gymnastics Women's Floor Exercise,Gold
63441,27,Gymnastics Women's Uneven Bars,Silver
63441,27,Gymnastics Women's Balance Beam,Gold
63441,35,Gymnastics Women's Team All-Around,Gold
63441,35,Gymnastics Women's Balance Beam,Silver
63449,37,Volleyball Women's Volleyball,Bronze
63454,40,"Fencing Men's Sabre, Team",Silver
63461,6,Alpine Skiing Women's Slalom,Bronze
63466,28,"Fencing Men's Foil, Team",Gold
63469,16,Water Polo Men's Water Polo,Bronze
63472,48,Ice Hockey Men's Ice Hockey,Bronze
63475,21,Rowing Women's Coxed Eights,Silver
63482,30,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
63483,32,Modern Pentathlon Men's Individual,Bronze
63483,32,Modern Pentathlon Men's Team,Bronze
63486,33,"Wrestling Men's Lightweight, Greco-Roman",Gold
63489,13,Tennis Women's Singles,Silver
63489,13,Tennis Mixed Doubles,Gold
63493,25,"Athletics Men's 3,000 metres Steeplechase",Gold
63499,28,Athletics Men's Javelin Throw,Gold
63500,27,Basketball Men's Basketball,Gold
63500,35,Basketball Men's Basketball,Bronze
63501,9,Basketball Men's Basketball,Silver
63505,37,"Wrestling Men's Middleweight, Greco-Roman",Silver
63506,35,Gymnastics Men's Floor Exercise,Bronze
63512,12,Rowing Women's Coxed Eights,Silver
63512,11,Rowing Women's Coxed Eights,Bronze
63513,19,Hockey Men's Hockey,Gold
63513,1,Hockey Men's Hockey,Gold
63515,0,"Wrestling Men's Welterweight, Greco-Roman",Bronze
63518,27,Athletics Men's 4 x 100 metres Relay,Silver
63521,37,Football Men's Football,Bronze
63522,3,Rowing Men's Coxed Fours,Bronze
63526,26,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver
63528,19,Volleyball Men's Volleyball,Bronze
63529,12,Swimming Men's 200 metres Breaststroke,Bronze
63532,33,Basketball Men's Basketball,Silver
63532,37,Basketball Men's Basketball,Silver
63533,34,Athletics Men's 200 metres,Bronze
63533,34,Athletics Men's 4 x 100 metres Relay,Silver
63533,7,Athletics Men's 4 x 100 metres Relay,Silver
63534,36,"Wrestling Men's Light-Flyweight, Freestyle",Bronze
63542,0,Gymnastics Men's Team All-Around,Gold
63542,0,Gymnastics Men's Parallel Bars,Bronze
63543,12,Gymnastics Men's Team All-Around,Bronze
63545,1,"Fencing Women's Foil, Team",Silver
63547,19,Weightlifting Women's Super-Heavyweight,Silver
63550,1,Synchronized Swimming Women's Team,Gold
63554,19,Rowing Men's Quadruple Sculls,Gold
63555,35,Weightlifting Men's Lightweight,Gold
63561,36,"Equestrianism Mixed Jumping, Individual",Silver
63561,36,"Equestrianism Mixed Jumping, Team",Gold
63562,9,Gymnastics Men's Team All-Around,Gold
63562,9,Gymnastics Men's Pommelled Horse,Silver
63567,11,Water Polo Women's Water Polo,Bronze
63574,9,Gymnastics Women's Individual All-Around,Bronze
63574,9,Gymnastics Women's Team All-Around,Silver
63574,9,Gymnastics Women's Team Portable Apparatus,Bronze
63574,9,Gymnastics Women's Floor Exercise,Bronze
63574,9,Gymnastics Women's Uneven Bars,Gold
63574,9,Gymnastics Women's Balance Beam,Bronze
63574,32,Gymnastics Women's Team All-Around,Silver
63574,32,Gymnastics Women's Team Portable Apparatus,Gold
63577,38,Cross Country Skiing Women's Team Sprint,Bronze
63592,1,Swimming Men's 100 metres Butterfly,Silver
63594,1,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
63602,15,Ice Hockey Men's Ice Hockey,Bronze
63604,27,Rowing Men's Double Sculls,Gold
63608,35,"Canoeing Women's Kayak Singles, 500 metres",Silver
63612,42,"Speed Skating Women's 3,000 metres",Bronze
63614,21,Basketball Women's Basketball,Bronze
63614,19,Basketball Women's Basketball,Bronze
63618,31,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
63622,25,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
63627,4,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
63631,29,Handball Men's Handball,Gold
63633,28,"Fencing Men's Sabre, Team",Silver
63635,28,Volleyball Women's Volleyball,Gold
63636,0,Volleyball Women's Volleyball,Silver
63641,12,Athletics Men's 50 kilometres Walk,Gold
63641,11,Athletics Men's 20 kilometres Walk,Gold
63641,11,Athletics Men's 50 kilometres Walk,Gold
63641,21,Athletics Men's 50 kilometres Walk,Gold
63658,33,Athletics Men's 4 x 100 metres Relay,Silver
63659,21,Volleyball Men's Volleyball,Bronze
63659,19,Volleyball Men's Volleyball,Bronze
63663,32,Football Men's Football,Silver
63666,29,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
63669,41,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
63671,36,Rowing Women's Coxless Pairs,Silver
63673,37,Volleyball Men's Volleyball,Bronze
63674,36,Boxing Men's Featherweight,Bronze
63675,35,Boxing Men's Featherweight,Bronze
63677,11,Softball Women's Softball,Silver
63679,35,Diving Men's Springboard,Bronze
63682,11,"Athletics Men's 3,000 metres Steeplechase",Gold
63688,27,Gymnastics Women's Team All-Around,Gold
63695,35,Swimming Women's 100 metres Breaststroke,Bronze
63695,35,Swimming Women's 200 metres Breaststroke,Gold
63703,0,Judo Men's Extra-Lightweight,Bronze
63704,36,Boxing Men's Light-Middleweight,Silver
63707,12,Gymnastics Men's Team All-Around,Bronze
63709,22,"Speed Skating Men's 5,000 metres",Gold
63709,22,"Speed Skating Men's 10,000 metres",Silver
63713,26,Swimming Men's 100 metres Breaststroke,Silver
63713,26,Swimming Men's 200 metres Breaststroke,Silver
63713,26,Swimming Men's 4 x 100 metres Medley Relay,Bronze
63716,6,Alpine Skiing Men's Slalom,Bronze
63717,15,Snowboarding Men's Parallel Giant Slalom,Bronze
63717,15,Snowboarding Men's Parallel Slalom,Silver
63719,28,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
63721,7,"Wrestling Men's Featherweight, Greco-Roman",Bronze
63721,29,"Wrestling Men's Lightweight, Greco-Roman",Gold
63725,13,"Wrestling Men's Featherweight, Greco-Roman",Gold
63727,2,"Athletics Men's Cross-Country, Team",Gold
63728,9,Boxing Men's Heavyweight,Bronze
63729,18,Snowboarding Men's Halfpipe,Bronze
63746,28,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
63746,0,"Wrestling Men's Heavyweight, Greco-Roman",Silver
63773,5,"Speed Skating Men's 1,500 metres",Gold
63773,5,"Speed Skating Men's 10,000 metres",Silver
63773,6,"Speed Skating Men's 1,500 metres",Gold
63773,6,"Speed Skating Men's 5,000 metres",Gold
63773,6,"Speed Skating Men's 10,000 metres",Gold
63783,36,Cycling Men's 100 kilometres Team Time Trial,Bronze
63785,27,Boxing Men's Flyweight,Gold
63788,28,Athletics Women's High Jump,Silver
63788,12,Athletics Women's High Jump,Gold
63797,0,"Fencing Men's epee, Team",Bronze
63798,33,"Fencing Men's epee, Team",Bronze
63798,37,"Fencing Men's epee, Individual",Bronze
63799,37,Gymnastics Men's Team All-Around,Bronze
63800,26,Gymnastics Men's Team All-Around,Bronze
63800,27,Gymnastics Men's Team All-Around,Bronze
63800,27,Gymnastics Men's Horse Vault,Gold
63801,28,Sailing Mixed Three Person Keelboat,Silver
63804,19,Shooting Men's Trap,Gold
63805,18,Alpine Skiing Men's Combined,Silver
63805,38,Alpine Skiing Men's Slalom,Silver
63805,38,Alpine Skiing Men's Combined,Silver
63805,15,Alpine Skiing Men's Combined,Silver
63806,8,Alpine Skiing Women's Super G,Silver
63806,8,Alpine Skiing Women's Giant Slalom,Gold
63806,8,Alpine Skiing Women's Slalom,Gold
63806,8,Alpine Skiing Women's Combined,Gold
63806,18,Alpine Skiing Women's Super G,Silver
63806,18,Alpine Skiing Women's Combined,Gold
63807,21,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
63813,35,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
63822,21,"Shooting Women's Air Pistol, 10 metres",Gold
63822,1,"Shooting Women's Air Pistol, 10 metres",Bronze
63822,1,"Shooting Women's Sporting Pistol, 25 metres",Bronze
63825,33,Football Men's Football,Gold
63838,27,Football Men's Football,Gold
63839,15,Figure Skating Women's Singles,Bronze
63841,6,Alpine Skiing Women's Downhill,Bronze
63841,6,Alpine Skiing Women's Super G,Bronze
63841,8,Alpine Skiing Women's Downhill,Silver
63847,21,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
63847,21,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
63847,19,"Canoeing Men's Canadian Doubles, 500 metres",Silver
