new_ID,Game_ID,Event,Medal
13546,25,Rowing Men's Coxed Eights,Silver
13550,0,"Canoeing Women's Kayak Fours, 500 metres",Silver
13551,12,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
13551,11,"Canoeing Women's Kayak Singles, 500 metres",Bronze
13554,19,Athletics Men's 20 kilometres Walk,Gold
13555,35,Rowing Women's Coxed Quadruple Sculls,Gold
13556,7,Athletics Men's 4 x 100 metres Relay,Silver
13556,29,Athletics Men's 4 x 100 metres Relay,Bronze
13558,10,"Speed Skating Women's 1,500 metres",Gold
13565,2,Rugby Men's Rugby,Silver
13569,12,Gymnastics Women's Team All-Around,Gold
13572,11,Baseball Men's Baseball,Gold
13578,28,Athletics Men's Marathon,Gold
13586,20,"Fencing Men's epee, Team",Gold
13589,25,"Fencing Men's Foil, Team",Gold
13594,33,Rowing Men's Coxless Pairs,Gold
13596,14,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
13597,14,Swimming Men's 400 metres Freestyle,Silver
13597,14,"Swimming Men's 1,500 metres Freestyle",Silver
13597,14,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
13597,34,Swimming Men's 400 metres Freestyle,Bronze
13597,34,"Swimming Men's 1,500 metres Freestyle",Gold
13599,16,"Equestrianism Men's Dressage, Team",Silver
13612,0,Swimming Men's 100 metres Freestyle,Silver
13612,12,Swimming Men's 100 metres Freestyle,Bronze
13612,12,Swimming Men's 200 metres Freestyle,Silver
13612,11,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
13616,20,Volleyball Men's Volleyball,Gold
13619,9,Basketball Men's Basketball,Bronze
13654,36,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
13657,9,Rowing Men's Coxed Eights,Silver
13661,32,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold
13661,32,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
13661,33,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze
13666,20,Water Polo Women's Water Polo,Bronze
13668,36,Volleyball Women's Volleyball,Bronze
13670,29,Basketball Men's Basketball,Bronze
13675,29,Basketball Men's Basketball,Bronze
13678,34,Football Men's Football,Gold
13679,41,Speed Skating Men's 500 metres,Silver
13686,28,Gymnastics Men's Pommelled Horse,Gold
13687,11,Sailing Mixed Three Person Keelboat,Silver
13690,32,Rowing Men's Coxed Pairs,Silver
13691,49,Ice Hockey Men's Ice Hockey,Gold
13696,19,Athletics Women's 4 x 100 metres Relay,Silver
13708,40,Tug-Of-War Men's Tug-Of-War,Gold
13714,5,"Speed Skating Women's 1,500 metres",Gold
13732,21,Handball Women's Handball,Bronze
13739,28,Football Men's Football,Gold
13741,0,Rowing Women's Double Sculls,Gold
13741,12,Rowing Women's Quadruple Sculls,Gold
13741,11,Rowing Women's Double Sculls,Gold
13741,21,Rowing Women's Quadruple Sculls,Gold
13741,19,Rowing Women's Quadruple Sculls,Bronze
13742,37,Judo Men's Open Class,Bronze
13743,36,Handball Men's Handball,Bronze
13743,25,Handball Men's Handball,Bronze
13747,32,Water Polo Men's Water Polo,Gold
13747,33,Water Polo Men's Water Polo,Bronze
13747,37,Water Polo Men's Water Polo,Gold
13752,14,Tennis Men's Doubles,Bronze
13756,36,Sailing Mixed Two Person Dinghy,Silver
13757,26,Sailing Mixed Three Person Keelboat,Bronze
13757,27,Sailing Mixed Three Person Keelboat,Silver
13760,27,Volleyball Women's Volleyball,Gold
13772,35,Hockey Men's Hockey,Gold
13775,20,"Wrestling Men's Featherweight, Greco-Roman",Gold
13779,16,Hockey Men's Hockey,Silver
13784,25,"Fencing Men's epee, Team",Gold
13784,28,"Fencing Men's epee, Team",Silver
13785,0,"Fencing Men's epee, Team",Gold
13789,21,Baseball Men's Baseball,Gold
13793,12,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
13796,7,"Cycling Men's Team Pursuit, 4,000 metres",Gold
13800,27,Volleyball Men's Volleyball,Bronze
13801,5,Ice Hockey Men's Ice Hockey,Gold
13812,2,Sailing Mixed 12 metres,Gold
13815,37,Water Polo Men's Water Polo,Bronze
13824,28,"Fencing Women's Foil, Team",Silver
13824,0,"Fencing Women's Foil, Team",Gold
13824,12,"Fencing Women's Foil, Team",Gold
13837,16,Basketball Men's Basketball,Gold
13838,21,Handball Women's Handball,Bronze
13839,28,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
13842,21,Athletics Men's 800 metres,Gold
13844,0,Handball Women's Handball,Bronze
13846,27,Athletics Men's 100 metres,Gold
13846,27,Athletics Men's 200 metres,Gold
13846,27,Athletics Men's 4 x 100 metres Relay,Silver
13846,35,Athletics Men's 100 metres,Bronze
13846,35,Athletics Men's 4 x 100 metres Relay,Bronze
13851,27,Rowing Men's Coxed Eights,Bronze
13853,17,"Speed Skating Men's 1,000 metres",Silver
13853,8,"Speed Skating Men's 1,000 metres",Silver
13854,37,Rowing Men's Coxed Pairs,Bronze
13858,21,Cycling Men's Sprint,Silver
13860,20,Hockey Women's Hockey,Silver
13861,19,Sailing Women's Two Person Dinghy,Silver
13863,9,Gymnastics Women's Team All-Around,Bronze
13863,32,Gymnastics Women's Balance Beam,Silver
13863,33,Gymnastics Women's Team All-Around,Silver
13863,33,Gymnastics Women's Balance Beam,Gold
13865,33,Rowing Men's Coxless Fours,Silver
13865,37,Rowing Men's Coxed Fours,Silver
13865,26,Rowing Men's Coxless Fours,Bronze
13872,21,Judo Women's Middleweight,Silver
13872,19,Judo Women's Middleweight,Bronze
13872,1,Judo Women's Middleweight,Bronze
13875,34,Rowing Men's Coxed Fours,Silver
13880,14,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
13880,34,"Cycling Men's 1,000 metres Time Trial",Silver
13880,34,"Cycling Men's Team Pursuit, 4,000 metres",Silver
13881,36,"Fencing Men's Foil, Team",Gold
13887,26,Rowing Men's Coxed Eights,Gold
13888,35,Volleyball Men's Volleyball,Gold
13894,19,Basketball Men's Basketball,Gold
13903,26,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
13904,11,Volleyball Men's Volleyball,Gold
13905,9,Football Men's Football,Silver
13907,1,Water Polo Men's Water Polo,Gold
13908,20,Volleyball Women's Volleyball,Silver
13910,21,Beach Volleyball Men's Beach Volleyball,Silver
13913,46,"Fencing Men's epee, Team",Bronze
13917,2,"Shooting Men's Trap, Team",Silver
13918,12,Rowing Men's Coxless Fours,Silver
13922,2,Football Men's Football,Bronze
13929,14,Rowing Men's Double Sculls,Bronze
13930,11,Taekwondo Women's Heavyweight,Bronze
13931,33,Boxing Men's Light-Middleweight,Silver
13936,34,Football Men's Football,Silver
13938,12,Football Men's Football,Silver
13945,20,"Equestrianism Mixed Jumping, Team",Gold
13952,33,Athletics Men's Long Jump,Gold
13952,37,Athletics Men's Long Jump,Silver
13952,26,Athletics Men's Long Jump,Bronze
13953,13,"Shooting Men's Free Pistol, 50 metres, Team",Silver
13955,46,"Tennis Men's Doubles, Covered Courts",Bronze
13956,21,Water Polo Women's Water Polo,Gold
13957,25,Basketball Women's Basketball,Gold
13961,21,"Canoeing Women's Kayak Fours, 500 metres",Silver
13969,33,Diving Men's Springboard,Bronze
13977,32,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
13977,32,"Canoeing Men's Canadian Doubles, 10,000 metres",Gold
13999,26,Rowing Men's Coxless Pairs,Gold
14009,33,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
14012,27,Boxing Men's Featherweight,Bronze
14015,12,Swimming Women's 100 metres Backstroke,Gold
14015,12,Swimming Women's 4 x 100 metres Medley Relay,Gold
14025,17,Ice Hockey Women's Ice Hockey,Silver
14025,8,Ice Hockey Women's Ice Hockey,Gold
14025,18,Ice Hockey Women's Ice Hockey,Gold
14025,38,Ice Hockey Women's Ice Hockey,Gold
14035,2,Weightlifting Men's Heavyweight,Gold
14037,35,Swimming Men's 100 metres Butterfly,Silver
14037,35,Swimming Men's 4 x 100 metres Medley Relay,Gold
14047,8,Cross Country Skiing Men's 30 kilometres,Silver
14047,18,Cross Country Skiing Men's 50 kilometres,Bronze
14065,20,"Fencing Women's Foil, Individual",Bronze
14066,25,Modern Pentathlon Men's Team,Bronze
14073,41,Ice Hockey Men's Ice Hockey,Silver
14088,34,Sailing Mixed 8 metres,Gold
14092,10,"Speed Skating Men's 1,000 metres",Silver
14092,24,Speed Skating Men's 500 metres,Bronze
14092,24,"Speed Skating Men's 1,000 metres",Gold
14092,24,"Speed Skating Men's 1,500 metres",Gold
14099,25,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
14101,2,Gymnastics Men's Team All-Around,Bronze
14113,2,"Equestrianism Men's Vaulting, Individual",Gold
14113,2,"Equestrianism Men's Vaulting, Team",Gold
14114,3,Rowing Men's Coxed Fours,Gold
14118,37,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
14126,1,Diving Men's Platform,Gold
14126,1,Diving Men's Synchronized Platform,Bronze
14126,20,Diving Men's Platform,Bronze
14126,20,Diving Men's Synchronized Platform,Silver
14131,28,Boxing Men's Welterweight,Silver
14135,6,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
14135,17,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
14136,0,Volleyball Men's Volleyball,Silver
14146,40,Cycling Men's Sprint,Silver
14152,3,"Fencing Men's epee, Masters, Individual",Silver
14153,7,"Fencing Men's Foil, Team",Gold
14153,29,"Fencing Men's Foil, Team",Silver
14153,16,"Fencing Men's Foil, Team",Gold
14159,19,Gymnastics Men's Horse Vault,Silver
14167,46,"Athletics Men's 3 mile, Team",Bronze
14167,13,"Athletics Men's 5,000 metres",Silver
14168,9,Rowing Men's Coxless Fours,Silver
14174,19,"Canoeing Men's Kayak Singles, Slalom",Bronze
14182,12,"Athletics Men's 5,000 metres",Bronze
14188,2,Gymnastics Men's Team All-Around,Bronze
14194,3,"Fencing Men's Foil, Individual",Bronze
14203,0,"Athletics Women's 1,500 metres",Gold
14210,7,Sailing Mixed 6 metres,Bronze
14215,14,Tennis Mixed Doubles,Bronze
14216,13,Football Men's Football,Bronze
14233,36,Sailing Mixed Three Person Keelboat,Bronze
14242,12,Judo Men's Half-Middleweight,Gold
14249,39,Ice Hockey Men's Ice Hockey,Bronze
14258,0,Sailing Mixed Two Person Heavyweight Dinghy,Silver
14261,28,"Equestrianism Mixed Jumping, Team",Bronze
14261,0,"Equestrianism Mixed Jumping, Team",Bronze
14263,21,Cycling Men's Team Sprint,Bronze
14263,19,Cycling Men's Sprint,Bronze
14263,19,Cycling Men's Team Sprint,Silver
14277,2,Tug-Of-War Men's Tug-Of-War,Bronze
14285,16,Athletics Men's 4 x 400 metres Relay,Gold
14288,34,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
14289,13,Rowing Men's Coxed Eights,Silver
14295,37,"Fencing Men's epee, Team",Bronze
14299,34,Rowing Men's Coxed Pairs,Gold
14310,32,Basketball Men's Basketball,Gold
14315,2,Rugby Men's Rugby,Silver
14315,14,Rugby Men's Rugby,Silver
14316,19,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
14319,0,Cycling Men's 100 kilometres Team Time Trial,Bronze
14329,28,"Athletics Men's 10,000 metres",Gold
14338,16,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
14340,13,Football Men's Football,Bronze
14345,24,Alpine Skiing Men's Slalom,Bronze
14349,49,Bobsleigh Men's Four,Gold
14358,13,Football Men's Football,Bronze
14359,1,Rowing Women's Coxed Eights,Bronze
14359,20,Rowing Women's Quadruple Sculls,Silver
14361,3,"Shooting Men's Free Pistol, 50 metres, Team",Bronze
14364,16,Hockey Men's Hockey,Bronze
14367,15,Ice Hockey Men's Ice Hockey,Gold
14368,1,Sailing Women's One Person Dinghy,Silver
14368,20,Sailing Women's One Person Dinghy,Gold
14374,47,Ice Hockey Men's Ice Hockey,Silver
14381,25,Modern Pentathlon Men's Team,Bronze
14383,28,Hockey Men's Hockey,Bronze
14383,12,Hockey Men's Hockey,Gold
14384,21,Swimming Men's 200 metres Individual Medley,Bronze
14387,26,Water Polo Men's Water Polo,Silver
14390,0,Water Polo Men's Water Polo,Gold
14390,12,Water Polo Men's Water Polo,Bronze
14391,21,Football Men's Football,Bronze
14392,15,Freestyle Skiing Men's Ski Cross,Silver
14393,12,Volleyball Men's Volleyball,Silver
14399,31,Figure Skating Mixed Pairs,Silver
14406,28,Boxing Men's Super-Heavyweight,Silver
14410,25,Rowing Women's Coxed Eights,Gold
14414,19,Softball Women's Softball,Bronze
14416,3,Cricket Men's Cricket,Gold
14423,20,Athletics Women's 100 metres,Silver
14423,20,Athletics Women's 200 metres,Bronze
14423,20,Athletics Women's 4 x 100 metres Relay,Gold
14425,32,Sailing Mixed 5.5 metres,Silver
14433,15,Freestyle Skiing Women's Halfpipe,Gold
14440,28,Hockey Women's Hockey,Gold
14441,19,Volleyball Women's Volleyball,Silver
14455,12,Softball Women's Softball,Gold
14456,21,Football Women's Football,Gold
14456,19,Football Women's Football,Gold
14456,1,Football Women's Football,Gold
14459,37,Athletics Women's Shot Put,Silver
14470,18,Speed Skating Women's 500 metres,Gold
14472,23,Cross Country Skiing Women's 5 kilometres,Gold
14472,23,Cross Country Skiing Women's 10 kilometres,Gold
14472,23,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
14485,12,Basketball Women's Basketball,Bronze
14485,11,Basketball Women's Basketball,Silver
14490,32,Boxing Men's Light-Heavyweight,Gold
14496,19,Rowing Men's Coxed Eights,Bronze
14498,44,Rowing Men's Coxed Eights,Silver
14514,28,Water Polo Men's Water Polo,Silver
14519,12,Rowing Men's Lightweight Coxless Fours,Silver
14522,32,Rowing Men's Coxed Eights,Bronze
14523,19,"Fencing Women's Foil, Team",Gold
14527,38,Ice Hockey Men's Ice Hockey,Gold
14533,26,Athletics Women's 200 metres,Silver
14533,27,Athletics Women's 100 metres,Silver
14533,27,Athletics Women's 200 metres,Silver
14534,46,Rowing Men's Coxed Eights,Bronze
14540,14,Boxing Men's Lightweight,Bronze
14542,32,Athletics Men's 800 metres,Bronze
14547,25,Shooting Mixed Trap,Silver
14553,15,Ice Hockey Women's Ice Hockey,Silver
14556,24,"Speed Skating Men's 1,500 metres",Bronze
14561,0,Boxing Men's Light-Flyweight,Silver
14561,12,Boxing Men's Light-Flyweight,Gold
14562,32,Football Men's Football,Bronze
14565,36,Volleyball Women's Volleyball,Bronze
14575,22,Alpine Skiing Men's Slalom,Bronze
14576,9,Swimming Men's 100 metres Backstroke,Silver
14581,29,Water Polo Men's Water Polo,Gold
14584,9,Football Men's Football,Gold
14585,2,"Fencing Men's epee, Team",Gold
14587,32,Boxing Men's Heavyweight,Bronze
14589,38,Snowboarding Men's Parallel Giant Slalom,Bronze
14594,38,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
14595,10,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
14596,13,"Gymnastics Men's Team All-Around, Swedish System",Silver
14598,2,"Gymnastics Men's Team All-Around, Free System",Silver
14599,38,"Speed Skating Men's 1,500 metres",Bronze
14610,12,Handball Women's Handball,Gold
14610,11,Handball Women's Handball,Gold
14611,46,Gymnastics Men's Team All-Around,Silver
14611,13,"Gymnastics Men's Team All-Around, Swedish System",Bronze
14611,2,"Gymnastics Men's Team All-Around, Free System",Silver
14612,41,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
14612,10,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
14616,16,Water Polo Men's Water Polo,Bronze
14618,17,Nordic Combined Men's Team,Gold
14619,40,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver
14619,46,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
14621,11,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
14621,19,"Canoeing Men's Kayak Singles, 500 metres",Bronze
14621,19,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
14627,12,Volleyball Men's Volleyball,Silver
14627,11,Volleyball Men's Volleyball,Bronze
14628,7,Rowing Men's Coxed Eights,Silver
14641,44,Swimming Men's 100 Yard Backstroke,Gold
14641,44,Swimming Men's 440 Yard Breaststroke,Silver
14643,2,"Shooting Men's Free Pistol, 50 metres, Team",Gold
14643,2,"Shooting Men's Military Pistol, 30 metres",Silver
14651,6,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
14651,8,"Short Track Speed Skating Men's 1,000 metres",Gold
14655,9,Weightlifting Men's Heavyweight,Silver
14655,33,Weightlifting Men's Heavyweight,Silver
14662,21,Rowing Women's Quadruple Sculls,Bronze
14663,37,Basketball Men's Basketball,Gold
14667,27,Water Polo Men's Water Polo,Bronze
14669,2,Athletics Men's Pentathlon,Silver
14676,44,"Wrestling Men's Featherweight, Freestyle",Gold
14688,0,Sailing Mixed Three Person Keelboat,Silver
14689,44,Football Men's Football,Bronze
14700,2,Football Men's Football,Gold
14703,33,Athletics Men's Pole Vault,Gold
14707,27,"Athletics Women's 1,500 metres",Gold
14708,40,Gymnastics Men's Individual All-Around,Silver
14708,40,"Gymnastics Men's Individual All-Around, 5 Events",Silver
14708,46,Gymnastics Men's Individual All-Around,Gold
14708,13,Gymnastics Men's Individual All-Around,Gold
14708,13,Gymnastics Men's Team All-Around,Gold
14709,9,Rowing Men's Coxed Eights,Silver
14715,3,Cricket Men's Cricket,Silver
14722,25,Rowing Women's Coxed Fours,Silver
14728,19,Judo Men's Heavyweight,Bronze
14729,26,Shooting Mixed Trap,Gold
14734,9,Water Polo Men's Water Polo,Silver
14737,11,"Equestrianism Mixed Three-Day Event, Team",Silver
14737,21,"Equestrianism Mixed Three-Day Event, Team",Silver
14739,20,Volleyball Women's Volleyball,Silver
14747,19,Rowing Men's Lightweight Coxless Fours,Bronze
14755,26,Cycling Men's 100 kilometres Team Time Trial,Bronze
14756,25,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
14760,12,Basketball Women's Basketball,Silver
14770,11,Football Men's Football,Gold
14771,25,Rowing Women's Coxed Fours,Bronze
14773,17,Freestyle Skiing Women's Aerials,Bronze
14774,37,"Wrestling Men's Middleweight, Freestyle",Bronze
14775,9,Athletics Women's High Jump,Gold
14776,16,"Wrestling Men's Middleweight, Freestyle",Gold
14782,34,Hockey Men's Hockey,Silver
14788,11,Football Women's Football,Bronze
14799,29,Water Polo Men's Water Polo,Gold
14799,16,Water Polo Men's Water Polo,Silver
14810,42,Luge Mixed (Men)'s Doubles,Silver
14812,11,"Wrestling Men's Featherweight, Freestyle",Bronze
14813,12,"Wrestling Men's Featherweight, Freestyle",Gold
14826,3,Rowing Men's Coxed Pairs,Gold
14826,3,Rowing Men's Coxed Eights,Bronze
14827,29,"Equestrianism Men's Jumping, Team",Gold
14829,20,Football Men's Football,Silver
14837,23,"Ski Jumping Men's Normal Hill, Individual",Bronze
14837,23,"Ski Jumping Men's Large Hill, Individual",Bronze
14841,27,Football Men's Football,Silver
14846,6,Bobsleigh Men's Four,Gold
14853,27,Football Men's Football,Bronze
14853,35,Football Men's Football,Gold
14858,19,"Fencing Women's epee, Individual",Silver
14858,20,"Fencing Women's epee, Team",Gold
14862,13,Sailing Mixed 10 metres,Bronze
14864,29,Handball Men's Handball,Gold
14866,1,"Equestrianism Mixed Jumping, Team",Gold
14867,32,"Athletics Men's 3,000 metres Steeplechase",Gold
14870,12,Sailing Men's Two Person Dinghy,Gold
14871,34,"Cycling Men's Team Pursuit, 4,000 metres",Silver
14873,6,Freestyle Skiing Men's Moguls,Gold
14878,5,Figure Skating Mixed Pairs,Bronze
14878,6,Figure Skating Mixed Pairs,Bronze
14898,44,Water Polo Men's Water Polo,Gold
14914,7,Athletics Women's Javelin Throw,Silver
14919,35,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
14919,35,"Cycling Men's Team Pursuit, 4,000 metres",Gold
14920,46,Athletics Men's 800 metres,Bronze
14920,46,"Athletics Men's 1,600 metres Medley Relay",Silver
14920,13,Athletics Men's 400 metres,Silver
14923,7,Rowing Men's Coxed Pairs,Silver
14923,7,Rowing Men's Coxed Fours,Bronze
14925,44,Tug-Of-War Men's Tug-Of-War,Silver
14932,0,Athletics Women's Heptathlon,Bronze
14940,35,Swimming Men's 4 x 100 metres Medley Relay,Bronze
14964,3,"Athletics Men's 1,500 metres",Bronze
14966,20,Hockey Women's Hockey,Gold
14970,16,Basketball Men's Basketball,Bronze
14972,20,Athletics Men's Pole Vault,Gold
14974,0,Basketball Men's Basketball,Bronze
14979,20,Rugby Sevens Women's Rugby Sevens,Silver
14991,13,Football Men's Football,Gold
14996,28,Judo Men's Half-Middleweight,Bronze
14997,33,"Fencing Men's Foil, Team",Bronze
15003,13,Sailing Mixed 8 metres,Gold
15003,2,Sailing Mixed 6 metres,Gold
15006,2,"Fencing Men's Foil, Team",Bronze
15008,37,"Fencing Men's epee, Team",Silver
15009,0,Rowing Women's Single Sculls,Silver
15010,0,"Equestrianism Mixed Dressage, Team",Bronze
15015,6,"Ski Jumping Men's Normal Hill, Individual",Gold
15015,6,"Ski Jumping Men's Large Hill, Individual",Silver
15021,41,Luge Mixed (Men)'s Doubles,Gold
15025,19,Swimming Women's 4 x 100 metres Medley Relay,Silver
15026,32,Swimming Men's 400 metres Freestyle,Bronze
15026,32,"Swimming Men's 1,500 metres Freestyle",Bronze
15026,32,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
15026,33,"Swimming Men's 1,500 metres Freestyle",Bronze
15037,25,"Canoeing Men's Kayak Singles, 500 metres",Bronze
15037,25,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
15039,37,Judo Men's Middleweight,Bronze
15040,14,Sailing Mixed 8 metres,Bronze
15049,26,Gymnastics Men's Team All-Around,Bronze
15049,27,Gymnastics Men's Team All-Around,Bronze
15052,35,Athletics Women's 400 metres,Silver
15052,35,Athletics Women's 4 x 400 metres Relay,Gold
15052,36,Athletics Women's 400 metres,Bronze
15052,36,Athletics Women's 4 x 400 metres Relay,Silver
15055,25,Hockey Women's Hockey,Silver
15059,45,Ice Hockey Men's Ice Hockey,Bronze
15060,44,Athletics Men's 800 metres,Bronze
15062,19,Handball Women's Handball,Gold
15062,1,Handball Women's Handball,Gold
15063,29,"Art Competitions Mixed Sculpturing, Statues",Silver
15069,25,Boxing Men's Welterweight,Gold
15073,21,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15080,43,Military Ski Patrol Men's Military Ski Patrol,Silver
15083,12,Synchronized Swimming Women's Team,Silver
15090,49,Ice Hockey Men's Ice Hockey,Gold
15092,0,Swimming Women's 4 x 100 metres Medley Relay,Silver
15093,7,"Wrestling Men's Bantamweight, Greco-Roman",Gold
15093,29,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
15094,1,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
15094,20,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
15094,20,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
15096,30,Cross Country Skiing Men's 18 kilometres,Gold
15096,30,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
15096,31,Cross Country Skiing Men's 15 kilometres,Gold
15096,22,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
15099,16,"Art Competitions Mixed Music, Compositions For Orchestra",Bronze
15107,44,Lacrosse Men's Lacrosse,Gold
15110,11,Hockey Men's Hockey,Bronze
15110,21,Hockey Men's Hockey,Gold
15111,46,Lacrosse Men's Lacrosse,Gold
15113,19,Rowing Men's Double Sculls,Gold
15116,32,Hockey Men's Hockey,Bronze
15120,13,Sailing Mixed 10 metres,Silver
15122,8,Freestyle Skiing Women's Aerials,Silver
15123,19,Football Men's Football,Bronze
15124,12,"Cycling Men's Mountainbike, Cross-Country",Gold
15124,21,"Cycling Men's Mountainbike, Cross-Country",Bronze
15134,19,Football Women's Football,Bronze
15137,1,"Cycling Women's Mountainbike, Cross-Country",Gold
15152,44,Lacrosse Men's Lacrosse,Gold
15155,28,Athletics Women's 4 x 400 metres Relay,Bronze
15156,12,Athletics Women's 4 x 400 metres Relay,Bronze
15157,26,"Canoeing Women's Kayak Singles, 500 metres",Silver
15162,32,Water Polo Men's Water Polo,Bronze
15167,21,Athletics Men's 400 metres,Bronze
15167,21,Athletics Men's 4 x 400 metres Relay,Gold
15171,8,Ice Hockey Men's Ice Hockey,Gold
15172,36,Swimming Men's 200 metres Freestyle,Bronze
15175,27,Basketball Men's Basketball,Silver
15177,7,Hockey Men's Hockey,Gold
15180,7,Hockey Men's Hockey,Bronze
15181,32,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
15183,14,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
15200,5,Biathlon Women's 3 x 7.5 kilometres Relay,Gold
15200,6,Biathlon Women's 15 kilometres,Silver
15200,6,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
15207,21,Baseball Men's Baseball,Silver
15208,0,Volleyball Men's Volleyball,Bronze
15215,46,Athletics Men's Long Jump,Bronze
15215,13,Athletics Men's Long Jump,Silver
15217,37,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
15228,29,Swimming Women's 100 metres Backstroke,Bronze
15231,12,Swimming Men's 200 metres Backstroke,Gold
15232,19,Rowing Men's Coxless Pairs,Bronze
15235,26,Rowing Men's Coxed Eights,Bronze
15237,32,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
15238,20,Hockey Men's Hockey,Silver
15240,28,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
15242,27,Athletics Men's Shot Put,Bronze
15244,27,Rowing Men's Coxless Pairs,Gold
15244,35,Rowing Men's Coxless Fours,Gold
15244,36,Rowing Men's Coxless Fours,Gold
15252,13,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Gold
15263,38,Snowboarding Women's Halfpipe,Gold
15263,15,Snowboarding Women's Halfpipe,Silver
15264,37,Athletics Men's 4 x 400 metres Relay,Silver
15267,35,Swimming Women's 100 metres Freestyle,Bronze
15267,35,Swimming Women's 200 metres Freestyle,Bronze
15285,34,Rowing Men's Coxed Eights,Gold
15295,1,Beach Volleyball Men's Beach Volleyball,Gold
15297,19,Shooting Women's Skeet,Bronze
15298,35,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15301,28,Hockey Men's Hockey,Bronze
15301,12,Hockey Men's Hockey,Gold
15301,11,Hockey Men's Hockey,Gold
15302,25,Hockey Men's Hockey,Silver
15302,28,Hockey Men's Hockey,Silver
15303,28,Hockey Men's Hockey,Silver
15304,29,Handball Men's Handball,Gold
15305,28,"Equestrianism Mixed Jumping, Team",Gold
15319,25,Athletics Women's 200 metres,Gold
15319,25,Athletics Women's 400 metres,Gold
15319,25,Athletics Women's 4 x 400 metres Relay,Gold
15319,28,Athletics Women's 4 x 400 metres Relay,Silver
15330,25,Football Men's Football,Gold
15331,17,Ice Hockey Women's Ice Hockey,Silver
15331,8,Ice Hockey Women's Ice Hockey,Gold
15334,29,Rowing Men's Coxless Fours,Silver
15345,19,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15349,20,Rowing Men's Coxless Pairs,Silver
15350,1,Rowing Men's Lightweight Coxless Fours,Gold
15351,32,"Cycling Men's Road Race, Team",Silver
15355,37,Rowing Men's Coxed Fours,Gold
15356,44,Football Men's Football,Silver
15361,7,"Cycling Men's Road Race, Individual",Bronze
15361,7,"Cycling Men's Road Race, Team",Bronze
15365,34,Athletics Men's Shot Put,Silver
15366,5,Ice Hockey Men's Ice Hockey,Bronze
15381,12,Tennis Men's Doubles,Silver
15382,34,Gymnastics Women's Team All-Around,Bronze
15386,1,Diving Women's Platform,Silver
15397,20,"Equestrianism Mixed Dressage, Team",Bronze
15410,19,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
15413,3,Rowing Men's Coxed Pairs,Gold
